id;nome_alimento;preparo;kcal;proteina;lipidios;carboidratos;fibra
1543;Tortas salgadas de qualquer sabor;Não se aplica;249.55;3.87;9.86;38.4;1.49
1544;Sonho;Não se aplica;378.79;6.02;18.25;48.08;1.31
1545;Filhos (bolinho de farinha de trigo e ovos);Não se aplica;421.37;5.55;19.81;55.7;1.21
1546;Bolo de chocolate;Não se aplica;312.8;8.71;6;58.3;1.76
1547;Brioche;Não se aplica;366.84;9.04;14.22;49.58;1.8
1548;Bolo de laranja;Não se aplica;360.83;4.8;13.15;58.32;2.36
1549;Bolo de coco;Não se aplica;317.24;6.33;8.7;54.19;1.2
1550;Bolo de cenoura;Não se aplica;344.86;4.17;17.26;44.27;1.61
1551;Bolo de trigo;Não se aplica;286.6;6.91;4.24;55.27;0.65
1552;Broa;Não se aplica;392;9.8;18.3;47.1;1.7
1553;Biscoito recheado;Não se aplica;472;6.4;19.6;70.5;3
1554;Waffer (biscoito);Não se aplica;430.32;6.25;12.49;74.79;2.25
1555;Alfajores (biscoito);Não se aplica;505.21;6.47;22.55;70.85;2.43
1556;Bolacha recheada;Não se aplica;472;6.4;19.6;70.5;3
1557;Rosca recheada;Não se aplica;620.2;5.57;26.28;98.06;3.22
1558;Rosquinha recheada de qualquer sabor;Não se aplica;472;6.4;19.6;70.5;3
1559;Biscoito não especificado;Não se aplica;432;10.1;14.4;68.7;2.5
1560;Crepe;Não se aplica;203.18;13.96;12.46;8.27;0.66
1561;Pão diet (de forma industrializado);Não se aplica;198;9.1;2.3;43.6;12
1562;Pão light (de forma industrializado);Não se aplica;198;9.1;2.3;43.6;12
1563;Pão de queijo light;Não se aplica;363;5.1;24.6;34.2;0.6
1564;Pão integral light;Não se aplica;198;9.1;2.3;43.6;12
1565;Tortas doces de qualquer sabor light;Não se aplica;121.84;2.29;5.4;16.06;0.5
1566;Tortas doces de qualquer sabor diet;Não se aplica;99.17;2.25;5.3;10.66;0.37
1567;Filhos (bolinho de farinha de trigo e ovos) light;Não se aplica;426.53;6.44;22.95;48.69;1.4
1568;Filhos (bolinho de farinha de trigo e ovos) diet;Não se aplica;426.53;6.44;22.95;48.69;1.4
1569;Bolo de chocolate light;Não se aplica;299.49;4.59;9.36;52.45;2
1570;Bolo de chocolate diet;Não se aplica;299.49;4.59;9.36;52.45;2
1571;Bolo de laranja light;Não se aplica;328.38;4.76;9.48;58.31;2.36
1572;Bolo de coco diet;Não se aplica;299.49;4.59;9.36;52.45;2
1573;Bolo de cenoura diet;Não se aplica;272.74;4.09;9.1;44.26;1.61
1574;Biscoito recheado light;Não se aplica;432.96;5.88;13.24;77.8;4.24
1575;Biscoito waffer light;Não se aplica;398.63;4.51;6.92;80.66;1.31
1576;Waffer (biscoito) light;Não se aplica;398.63;4.51;6.92;80.66;1.31
1577;Alfajores (biscoito) light;Não se aplica;432.96;5.88;13.24;77.8;4.24
1578;Bolacha recheada light;Não se aplica;432.96;5.88;13.24;77.8;4.24
1579;Biscoito recheado diet;Não se aplica;405.28;8.17;20.83;66.82;3.67
1580;Rosquinha recheada de qualquer sabor diet;Não se aplica;405.28;8.17;20.83;66.82;3.67
1581;Bolacha recheada diet;Não se aplica;405.28;8.17;20.83;66.82;3.67
1582;Pão doce diet;Não se aplica;312.25;4.83;6.92;57.97;1.64
1583;Pão de mel diet;Não se aplica;446.23;4.38;11.31;85.04;1.85
1584;Panetone diet;Não se aplica;355.95;7.45;10.43;58.03;2.14
1585;Biscoito salgado light;Não se aplica;452.56;9.67;13.79;72.45;3.45
1586;Bolacha salgada light;Não se aplica;452.56;9.67;13.79;72.45;3.45
1587;Chips (salgadinhos) light;Não se aplica;407.05;6.53;7.05;81.13;5.64
1588;Biscoito doce light;Não se aplica;395.25;6.45;4.84;83.88;3.7
1589;Bolacha doce light;Não se aplica;395.25;6.45;4.84;83.88;3.7
1590;Biscoito doce diet;Não se aplica;453.92;6.22;21.89;65.74;2.95
1591;Bolacha doce diet;Não se aplica;453.92;6.22;21.89;65.74;2.95
1592;Bolo de banana;Não se aplica;300.05;3.93;9.07;52.14;1.66
1593;Carneseca;Cozido(a);313;26.9;21.9;0;0
1594;Carneseca;Grelhado(a)/brasa/churrasco;313;26.9;21.9;0;0
1595;Carneseca;Assado(a);313;26.9;21.9;0;0
1596;Carneseca;Frito(a);347;25.29;26.56;0;0
1597;Carneseca;Refogado(a);347;25.29;26.56;0;0
1598;Carneseca;Molho vermelho;255.2;21.78;17.56;1.08;0.3
1599;Carneseca;Ensopado;347;25.29;26.56;0;0
1600;Carne de charque;Cru(a);313;26.9;21.9;0;0
1601;Carne de charque;Cozido(a);313;26.9;21.9;0;0
1602;Carne de charque;Grelhado(a)/brasa/churrasco;313;26.9;21.9;0;0
1603;Carne de charque;Assado(a);313;26.9;21.9;0;0
1604;Carne de charque;Frito(a);347;25.29;26.56;0;0
1605;Carne de charque;Refogado(a);347;25.29;26.56;0;0
1606;Carne de charque;Molho vermelho;255.2;21.78;17.56;1.08;0.3
1607;Carne de charque;Ensopado;347;25.29;26.56;0;0
1608;Jabá;Cozido(a);313;26.9;21.9;0;0
1609;Jabá;Frito(a);347;25.29;26.56;0;0
1610;Jabá;Refogado(a);347;25.29;26.56;0;0
1611;Jabá;Não se aplica;313;26.9;21.9;0;0
1612;Carne de sol;Cru(a);313;26.9;21.9;0;0
1613;Carne de sol;Cozido(a);313;26.9;21.9;0;0
1614;Carne de sol;Grelhado(a)/brasa/churrasco;313;26.9;21.9;0;0
1615;Carne de sol;Assado(a);313;26.9;21.9;0;0
1616;Carne de sol;Frito(a);347;25.29;26.56;0;0
1617;Carne de sol;Ensopado;347;25.29;26.56;0;0
1618;Carne do sertão;Cozido(a);313;26.9;21.9;0;0
1619;Carne do sertão;Assado(a);313;26.9;21.9;0;0
1620;Carne do sertão;Frito(a);347;25.29;26.56;0;0
1621;Hambúrguer de carne bovina;Cru(a);214;26.62;11.1;0;0
1622;Hambúrguer de carne bovina;Cozido(a);214;26.62;11.1;0;0
1623;Hambúrguer de carne bovina;Grelhado(a)/brasa/churrasco;214;26.62;11.1;0;0
1624;Hambúrguer de carne bovina;Assado(a);214;26.62;11.1;0;0
1625;Hambúrguer de carne bovina;Frito(a);236.66;26.62;13.66;0;0
1626;Hambúrguer de carne bovina;Molho vermelho;176;21.56;8.92;1.08;0.3
1627;Hambúrguer de carne bovina;Não se aplica;214;26.62;11.1;0;0
1628;Copa de porco defumada;Não se aplica;248.66;20.53;17.76;0.42;0
1629;Bacon;Não se aplica;541;37.04;41.78;1.43;0
1630;Hambúrguer de frango;Cozido(a);206.14;16.19;9.71;12.64;0.61
1631;Hambúrguer de frango;Grelhado(a)/brasa/churrasco;206.14;16.19;9.71;12.64;0.61
1632;Hambúrguer de frango;Assado(a);206.14;16.19;9.71;12.64;0.61
1633;Hambúrguer de frango;Frito(a);266.67;16.19;16.55;12.64;0.61
1634;Hambúrguer de frango;Empanado(a)/à milanesa;266.67;16.19;16.55;12.64;0.61
1635;Hambúrguer de frango;Não se aplica;206.14;16.19;9.71;12.64;0.61
1636;Salsicha no varejo;Cru(a);321.05;9.72;29.51;3.61;0
1637;Salsicha no varejo;Cozido(a);321.05;9.72;29.51;3.61;0
1638;Salsicha no varejo;Grelhado(a)/brasa/churrasco;321.05;9.72;29.51;3.61;0
1639;Salsicha no varejo;Assado(a);321.05;9.72;29.51;3.61;0
1640;Salsicha no varejo;Frito(a);321.05;9.72;29.51;3.61;0
1641;Salsicha no varejo;Refogado(a);321.05;9.72;29.51;3.61;0
1642;Salsicha no varejo;Molho vermelho;289.43;8.56;26.1;4.74;0.04
1643;Salsicha no varejo;Molho branco;321.6;11.3;29.04;3.24;0.3
1644;Salsicha no varejo;Ao alho e óleo;321.05;9.72;29.51;3.61;0
1645;Salsicha no varejo;Com manteiga/óleo;321.05;9.72;29.51;3.61;0
1646;Salsicha no varejo;Ensopado;321.05;9.72;29.51;3.61;0
1647;Salsicha no varejo;Não se aplica;321.05;9.72;29.51;3.61;0
1648;Linguiça (suína. bovina. mista. etc.);Cru(a);396;13.8;36.25;2.7;0
1649;Linguiça (suína. bovina. mista. etc.);Cozido(a);396;13.8;36.25;2.7;0
1650;Linguiça (suína. bovina. mista. etc.);Grelhado(a)/brasa/churrasco;396;13.8;36.25;2.7;0
1651;Linguiça (suína. bovina. mista. etc.);Assado(a);396;13.8;36.25;2.7;0
1652;Linguiça (suína. bovina. mista. etc.);Frito(a);396;13.8;36.25;2.7;0
1653;Linguiça (suína. bovina. mista. etc.);Empanado(a)/à milanesa;396;13.8;36.25;2.7;0
1654;Linguiça (suína. bovina. mista. etc.);Refogado(a);396;13.8;36.25;2.7;0
1655;Linguiça (suína. bovina. mista. etc.);Molho vermelho;321.6;11.3;29.04;3.24;0.3
1656;Linguiça (suína. bovina. mista. etc.);Com manteiga/óleo;396;13.8;36.25;2.7;0
1657;Linguiça (suína. bovina. mista. etc.);Ensopado;396;13.8;36.25;2.7;0
1658;Linguiça (suína. bovina. mista. etc.);Não se aplica;396;13.8;36.25;2.7;0
1659;Linguiça de frango;Cru(a);244;18.2;18.4;0;0
1660;Linguiça de frango;Cozido(a);244;18.2;18.4;0;0
1661;Linguiça de frango;Grelhado(a)/brasa/churrasco;244;18.2;18.4;0;0
1662;Linguiça de frango;Assado(a);244;18.2;18.4;0;0
1663;Linguiça de frango;Frito(a);245;18.3;18.5;0;0
1664;Chouriço;Não se aplica;379;14.6;34.5;1.29;0
1665;Morcela;Não se aplica;379;14.6;34.5;1.29;0
1666;Morcilha;Cru(a);379;14.6;34.5;1.29;0
1667;Morcilha;Cozido(a);379;14.6;34.5;1.29;0
1668;Paio;Cozido(a);339;19.43;28.36;0;0
1669;Mortadela;Não se aplica;307;11.1;27.7;3.2;0
1670;Salame;Não se aplica;336;21.85;25.9;2.4;0
1671;Salaminho;Não se aplica;336;21.85;25.9;2.4;0
1672;Blanquet de peru;Não se aplica;126;17.5;4.84;2.04;0.2
1673;Presunto ;Não se aplica;226;20.53;15.2;0.42;0
1674;Hambúrguer de peru;Cozido(a);195.96;16.62;8.35;12.64;0.61
1675;Hambúrguer de peru;Assado(a);195.96;16.62;8.35;12.64;0.61
1676;Hambúrguer de peru;Empanado(a)/à milanesa;256.49;16.62;15.2;12.64;0.61
1677;Hambúrguer não especificado;Cozido(a);214;26.62;11.1;0;0
1678;Hambúrguer não especificado;Grelhado(a)/brasa/churrasco;214;26.62;11.1;0;0
1679;Hambúrguer não especificado;Assado(a);214;26.62;11.1;0;0
1680;Hambúrguer não especificado;Frito(a);236.66;26.62;13.66;0;0
1681;Hambúrguer não especificado;Não se aplica;214;26.62;11.1;0;0
1682;Apresuntado;Não se aplica;178;22.62;9.02;0;0
1683;Pururuca de porco;Não se aplica;544;61.3;31.3;0;0
1684;Pele de porco preparada (pururuca);Não se aplica;544;61.3;31.3;0;0
1685;Patê (fígado. calabresa. frango. presunto. etc.);Não se aplica;326;14.1;28.5;2.2;0
1686;Carne de aves defumada;Não se aplica;195.66;30.91;7.07;0;0
1687;Carne salgada não especificada;Cozido(a);313;26.9;21.9;0;0
1688;Carne salgada não especificada;Grelhado(a)/brasa/churrasco;313;26.9;21.9;0;0
1689;Carne salgada não especificada;Assado(a);313;26.9;21.9;0;0
1690;Carne salgada não especificada;Frito(a);347;25.29;26.56;0;0
1691;Carne salgada não especificada;Refogado(a);347;25.29;26.56;0;0
1692;Carne salgada não especificada;Molho vermelho;255.2;21.78;17.56;1.08;0.3
1693;Carne salgada não especificada;Não se aplica;313;26.9;21.9;0;0
1694;Mini chicken empanado;Cozido(a);273.02;16.24;15.63;15.91;0.64
1695;Mini chicken empanado;Grelhado(a)/brasa/churrasco;273.02;16.24;15.63;15.91;0.64
1696;Mini chicken empanado;Assado(a);273.02;16.24;15.63;15.91;0.64
1697;Mini chicken empanado;Frito(a);273.02;16.24;15.63;15.91;0.64
1698;Mini chicken empanado;Empanado(a)/à milanesa;273.02;16.24;15.63;15.91;0.64
1699;Mortadela light;Não se aplica;211;13.06;16.06;3.45;0
1700;Salsicha no varejo light;Frito(a);154;11;10;4.4;0
1701;Salame light;Não se aplica;145.18;14.7;8.94;0.5;0
1702;Blanquet de peru light;Não se aplica;124.12;14.99;3.57;7.11;0
1703;Hambúrguer não especificado light;Não se aplica;190;27.03;8.26;0;0
1704;Refrigerante de cola tradicional;Não se aplica;36.87;0.07;0.02;9.53;0
1705;Cocacola tradicional;Não se aplica;36.87;0.07;0.02;9.53;0
1706;Fanta laranja tradicional;Não se aplica;48;0;0;12.3;0
1707;Sukita tradicional;Não se aplica;48;0;0;12.3;0
1708;Refrigerante de guaraná tradicional;Não se aplica;39;0;0;10;0
1709;Guaraná tradicional;Não se aplica;39;0;0;10;0
1710;Sprit refrigerante tradicional;Não se aplica;40;0.05;0.02;10.14;0
1711;Fanta uva tradicional;Não se aplica;48;0;0;12.3;0
1712;Refrigerante de cola light;Não se aplica;2;0.11;0.03;0.29;0
1713;Cocacola light;Não se aplica;2;0.11;0.03;0.29;0
1714;Refrigerante de cola diet;Não se aplica;2;0.11;0.03;0.29;0
1715;Minuano tradicional;Não se aplica;40;0.05;0.02;10.14;0
1716;Mate tradicional;Não se aplica;2.8;0.25;0;2.31;1.86
1717;Bidu tradicional;Não se aplica;39;0;0;10;0
1718;Fanta laranja light;Não se aplica;0;0.1;0;0;0
1719;Refrigerante de guaraná light;Não se aplica;0;0;0;0;0
1720;Guaraná light;Não se aplica;0;0;0;0;0
1721;Tubaína tradicional;Não se aplica;39;0;0;10;0
1722;Tubaína light;Não se aplica;2;0.11;0.03;0.29;0
1723;Caldo de cana;Não se aplica;73.58;0;0.05;19.97;0
1724;Garapá;Não se aplica;73.58;0;0.05;19.97;0
1725;Água de coco;Não se aplica;19.28;0.73;0.2;3.76;1.12
1726;Qsuco;Não se aplica;15.28;0;0;3.91;0
1727;Qrefresko;Não se aplica;15.28;0;0;3.91;0
1728;Nescafé;Não se aplica;241;12.2;0.5;75.4;0
1729;Ervamate;Não se aplica;2.8;0.25;0;2.31;1.86
1730;Chimarrão;Não se aplica;2.8;0.25;0;2.31;1.86
1731;Tereré;Não se aplica;2.8;0.25;0;2.31;1.86
1732;Levedo de cerveja;Não se aplica;170;16.2;1.3;28.1;11.5
1733;Refrigerante não especificado;Não se aplica;36.87;0.07;0.02;9.53;0
1734;Cevada em pó;Não se aplica;352;9.91;1.16;77.72;15.6
1735;Chocomilk ;Não se aplica;83.32;3.18;3.4;10.38;0.8
1736;Água tônica tradicional;Não se aplica;40.02;0.05;0.02;10.14;0
1737;Chá diet (preto. camomila. ervacidreira. capimlimão. etc.) ;Não se aplica;2.52;0.01;0;0.67;0
1738;Paraguai refrigerante tradicional;Não se aplica;39;0;0;10;0
1739;Gatorade;Não se aplica;27.01;0;0.1;6.76;0
1740;Bebida energética;Não se aplica;45.35;0.25;0.08;11.03;0
1741;Chá (preto. camomila. ervacidreira. capimlimão. etc.);Não se aplica;1;0;0;0.3;0
1742;Café solúvel capuccino ;Não se aplica;27.71;0.26;0.84;5.17;0.13
1743;Refrigerante de guaraná diet;Não se aplica;0;0;0;0;0
1744;Guaraná diet;Não se aplica;0;0;0;0;0
1745;Refrigerante de limão diet;Não se aplica;0;0.1;0;0;0
1746;Fanta uva light;Não se aplica;0;0.1;0;0;0
1747;Mate light;Não se aplica;2.8;0.25;0;2.31;1.86
1748;Água tônica light;Não se aplica;40.02;0.05;0.02;10.14;0
1749;Paraguai refrigerante light;Não se aplica;2;0.11;0.03;0.29;0
1750;Qsuco light;Não se aplica;15.28;0;0;3.91;0
1751;Qrefresko light;Não se aplica;15.28;0;0;3.91;0
1752;Qsuco diet;Não se aplica;15.28;0;0;3.91;0
1753;Café capuccino solúvel light;Não se aplica;12.77;0.14;1.01;0.91;0.05
1754;Café capuccino solúvel diet;Não se aplica;12.77;0.14;1.01;0.91;0.05
1755;Água tônica diet;Não se aplica;40.02;0.05;0.02;10.14;0
1756;Refrigerante de quinino dietético;Não se aplica;40.02;0.05;0.02;10.14;0
1757;Chá mate orgânico;Não se aplica;2.8;0.25;0;2.31;1.86
1758;Chimarrão orgânico;Não se aplica;2.8;0.25;0;2.31;1.86
1759;Suco de clorofila;Não se aplica;1.87;0.24;0.02;0.31;0.2
1760;Café com farinha;Não se aplica;181;0.86;0.16;44.19;3.44
1761;Cerveja (com ou sem álcool);Não se aplica;43.19;0.46;0;3.57;0
1762;Chopp;Não se aplica;43.19;0.46;0;3.57;0
1763;Aguardente;Não se aplica;216;0;0;0;0
1764;Cachaça;Não se aplica;216;0;0;0;0
1765;Batida de qualquer sabor;Não se aplica;187.38;0.54;3.69;22.14;0.32
1766;Rum;Não se aplica;230.18;0;0;0;0
1767;Vodka;Não se aplica;217.15;0;0;0;0
1768;Uísque;Não se aplica;230.18;0;0;0;0
1769;Whisky;Não se aplica;230.18;0;0;0;0
1770;Champanhe;Não se aplica;82;0.07;0;2.6;0
1771;Sidra champanhe;Não se aplica;82;0.07;0;2.6;0
1772;Martini;Não se aplica;194.44;0.01;0;0.53;0
1773;Conhaque;Não se aplica;231;0;0;0;0
1774;Drink dreher;Não se aplica;216;0;0;0;0
1775;Licor de qualquer sabor;Não se aplica;282.65;0;0;33.64;0
1776;Cajuína;Não se aplica;45;0.8;0;11.5;1.5
1777;Vinho;Não se aplica;84.5;0.07;0;2.6;0
1778;Catuaba;Não se aplica;216;0;0;0;0
1779;Coquetel de frutas;Não se aplica;187.38;0.54;3.69;22.14;0.32
1780;Caipirinha;Não se aplica;143.9;0.1;0.1;37.9;0.1
1781;Bebida alcoólica ;Não se aplica;216;0;0;0;0
1782;Vinho orgânico;Não se aplica;84.5;0.07;0;2.6;0
1783;Cerveja (com ou sem álcool) light;Não se aplica;29;0.24;0;1.64;0
1784;Caxiri (aguardente de mandioca);Não se aplica;216;0;0;0;0
1785;Azeite de oliva;Não se aplica;887.81;0;100.43;0;0
1786;Óleo de soja;Não se aplica;879.73;0;99.52;0;0
1787;Banha suína;Não se aplica;902;0;100;0;0
1788;Banha bovina;Não se aplica;680;10.65;70.33;0;0
1789;Óleo não especificado;Não se aplica;879.73;0;99.52;0;0
1790;Óleo de dendê;Não se aplica;857.84;0;99.52;0;0
1791;Salgadinho;Não se aplica;274.6;13.41;16.88;16.54;0.88
1792;Pastel (queijo. carne. palmito. etc.);Não se aplica;319.81;10.38;15.68;33.51;1.45
1793;Croquete ;Não se aplica;274.6;13.41;16.88;16.54;0.88
1794;Coxinha ;Não se aplica;274.6;13.41;16.88;16.54;0.88
1795;Empada (queijo. carne. camarão. etc.);Não se aplica;153.96;7.89;7.91;12.47;1.03
1796;Rissole  (queijo. carne. camarão. etc.);Não se aplica;274.6;13.41;16.88;16.54;0.88
1797;Acarajé;Não se aplica;289;8.3;19.9;19.1;9.4
1798;Torresmo ;Não se aplica;544;61.3;31.3;0;0
1799;Quibe ;Não se aplica;274.6;13.41;16.88;16.54;0.88
1800;Abará (Bahia);Não se aplica;289;8.3;19.9;19.1;9.4
1801;Paçoca de carne de sol;Não se aplica;354;13.44;13.43;43.95;3.2
1802;Angu frito;Não se aplica;74.6;1.45;1.78;13;0.26
1803;Angu de milho ;Não se aplica;60.58;1.44;0.2;13;0.26
1804;Polenta ;Não se aplica;74.6;1.45;1.78;13;0.26
1805;Esfirra ;Não se aplica;359.42;9.76;18.88;37.51;1.46
1806;Esfirra de carne ;Não se aplica;346.45;11.9;21.38;26.2;1.08
1807;Esfirra de queijo ;Não se aplica;359.42;9.76;18.88;37.51;1.46
1808;Esfirra de ricota ;Não se aplica;320.39;7.54;15.25;38.09;1.46
1809;Esfirra de frango ;Não se aplica;222.39;9.47;12.71;17.32;0.78
1810;Enroladinho ;Não se aplica;274.6;13.41;16.88;16.54;0.88
1811;Bolinho de aipim;Não se aplica;212.64;6.28;13.11;18.51;2.72
1812;Bolinho de bacalhau;Não se aplica;214.01;16.7;12.75;7.69;0.83
1813;Cachorroquente ;Não se aplica;272.47;8.73;15.22;24.8;1.09
1814;Hambúrguer (sanduíche);Não se aplica;267.16;13.08;9.22;32.36;1.68
1815;Cheeseburger ;Não se aplica;279.85;14.15;11.81;28.74;1.49
1816;Eggsburger ;Não se aplica;269.44;13.28;16.1;17.42;0.64
1817;Bauru ;Não se aplica;229.47;13.67;13;13.97;0.78
1818;Americano;Não se aplica;236.68;10.05;14.22;16.85;1
1819;Mistoquente ou frio ;Não se aplica;265.42;16.29;13.78;18.3;0.85
1820;Sanduíche de queijo prato;Não se aplica;329.29;12.22;17.24;31.09;1.45
1821;Sanduíche de salame;Não se aplica;282.99;8.97;13.74;30.27;1.4
1822;Sanduíche de presunto;Não se aplica;230.33;10.97;12.15;18.73;1.11
1823;Sanduíche de queijo prato com presunto;Não se aplica;265.42;16.29;13.78;18.3;0.85
1824;Sanduíche de mortadela;Não se aplica;315.97;8.6;16.56;32.81;1.45
1825;Sanduíche de queijo minas;Não se aplica;329.29;12.22;17.24;31.09;1.45
1826;Cheese egg;Não se aplica;279.85;14.15;11.81;28.74;1.49
1827;Cheese tudo;Não se aplica;279.85;14.15;11.81;28.74;1.49
1828;Sanduíche natural;Não se aplica;245.58;11.21;10.84;25.58;1.47
1829;Suco ;Não se aplica;41.83;0.59;0.14;9.81;0.31
1830;Suco de abacaxi ;Não se aplica;53.21;0.36;0.12;12.92;0.2
1831;Suco de acerola ;Não se aplica;23.06;0.4;0.3;4.81;0.3
1832;Suco de beterraba ;Não se aplica;30.77;0.81;0.12;7.11;0.76
1833;Suco de cupuaçu ;Não se aplica;24.5;0.6;0.5;5.2;1.55
1834;Suco de goiaba ;Não se aplica;62.28;0.37;0.14;15.62;0.79
1835;Suco de laranja ;Não se aplica;41.83;0.59;0.14;9.81;0.31
1836;Suco de laranja com banana ;Não se aplica;56.8;0.76;0.2;13.84;0.93
1837;Suco de laranja e beterraba ;Não se aplica;30.77;0.81;0.12;7.11;0.76
1838;Suco de laranja e cenoura ;Não se aplica;30.77;0.81;0.12;7.11;0.76
1839;Suco de laranja cenoura e beterraba;Não se aplica;30.77;0.81;0.12;7.11;0.76
1840;Suco de mamão ;Não se aplica;57.13;0.17;0.15;14.54;0.6
1841;Suco de manga ;Não se aplica;50.86;0.11;0.06;13.08;0.3
1842;Suco de maracujá ;Não se aplica;60.14;0.67;0.18;14.48;0.2
1843;Suco de melão ;Não se aplica;31.79;0.65;0.16;8;0.42
1844;Suco de morango ;Não se aplica;59.21;0.57;0.1;14.51;0.23
1845;Suco de pêssego ;Não se aplica;53.99;0.27;0.02;13.92;0.6
1846;Suco de pêssego em calda ;Não se aplica;53.99;0.27;0.02;13.92;0.6
1847;Vitamina ;Não se aplica;92.78;2.47;2.31;16.39;0.62
1848;Vitamina de banana ;Não se aplica;92.78;2.47;2.31;16.39;0.62
1849;Vitamina de banana com aveia ;Não se aplica;108.46;3.06;2.54;19.2;1.15
1850;Vitamina de mamão ;Não se aplica;80.59;2.42;2.34;12.95;0.38
1851;Vitamina de abacate ;Não se aplica;100.19;2.74;4.64;12.8;1.34
1852;Vitamina de morango ;Não se aplica;74.61;1.96;1.83;13.27;0.8
1853;Vitamina mista;Não se aplica;83.16;1.81;1.65;16.2;0.77
1854;Vitamina de maçã;Não se aplica;82.99;2.28;2.26;13.98;0.31
1855;Refresco ;Não se aplica;46.81;0;0;11.92;0.2
1856;Refresco de caju ;Não se aplica;46.81;0;0;11.92;0.2
1857;Refresco de groselha ;Não se aplica;46.81;0;0;11.92;0.2
1858;Refresco de laranja ;Não se aplica;46.81;0;0;11.92;0.2
1859;Refresco de maracujá ;Não se aplica;46.81;0;0;11.92;0.2
1860;Refresco de limão;Não se aplica;46.81;0;0;11.92;0.2
1861;Salada ou verdura cozida. exceto de fruta;Não se aplica;26;2.11;0.36;4.91;2.8
1862;Salada de maionese ;Não se aplica;209.79;2.71;16.83;12.65;1.38
1863;Pizza ;Não se aplica;281.2;14.6;11.35;29.82;1.74
1864;Lasanha pronta light ;Não se aplica;158.63;10.78;7.31;12.34;1.11
1865;Nhoque ;Não se aplica;190.54;9.31;13.18;8.49;0.26
1866;Caneloni;Não se aplica;120.86;5.94;6.8;9.22;1.01
1867;Capeleti ;Não se aplica;95.24;5.53;2.59;12.6;1.2
1868;Ravioli ;Não se aplica;95.24;5.53;2.59;12.6;1.2
1869;Calzone ;Não se aplica;245.75;12.83;9.85;25.8;1.18
1870;Panqueca;Não se aplica;203.18;13.96;12.46;8.27;0.66
1871;Pizza calabreza;Não se aplica;284.72;13.74;12.21;29.51;1.75
1872;Pizza muçarela;Não se aplica;281.2;14.6;11.35;29.82;1.74
1873;Pizza presunto;Não se aplica;284.72;13.74;12.21;29.51;1.75
1874;Pizza portuguesa;Não se aplica;247.49;11.75;12.23;22.4;1.56
1875;Macarronada;Não se aplica;120.59;6.22;2.79;17.42;1.25
1876;Galeto ;Não se aplica;261.66;27.3;16.16;0;0
1877;Costela;Não se aplica;365;22.6;29.79;0;0
1878;Pipoca doce ou salgada ;Não se aplica;468.15;6.59;23.28;62.51;6.02
1879;Café ;Não se aplica;1;0.12;0.02;0.47;0.47
1880;Café com leite ;Não se aplica;31.44;1.72;1.69;2.57;0.24
1881;Café tipo expresso;Não se aplica;2.45;0.12;0.01;0.77;0.21
1882;Café tipo capuccino;Não se aplica;27.71;0.26;0.84;5.17;0.13
1883;Milho cozido ;Não se aplica;160.14;3.32;7.18;25.11;4.25
1884;Batata palito;Não se aplica;263.5;2.87;13.64;33.6;3.44
1885;Batata palha;Não se aplica;545.7;5.24;35.24;54.52;4.53
1886;Mungunzá ;Não se aplica;146;4;3.9;24.4;2.4
1887;Canjica ;Não se aplica;146;4;3.9;24.4;2.4
1888;Curau;Não se aplica;78.24;2.42;3.06;10.46;0.17
1889;Farofa ;Não se aplica;406;2.1;9.1;80.3;7.8
1890;Mingau (fubá.  aveia. farinha. etc.) ;Não se aplica;78.24;2.42;3.06;10.46;0.17
1891;Tacacá ;Não se aplica;16;2;0.6;0.4;0
1892;Bolinho de coco ;Não se aplica;297.32;6.71;5.8;54.89;0.85
1893;Risoto;Não se aplica;113.02;6.66;1.99;17.16;1.1
1894;Vatapá ;Não se aplica;226.07;13.77;15.61;9.28;1.32
1895;Farofa pronta ;Não se aplica;406;2.1;9.1;80.3;7.8
1896;Caldo de carne ;Não se aplica;7.02;1.36;0;0.45;0
1897;Caldodefeijão ;Não se aplica;75.5;4.78;1.77;10.33;2.2
1898;Caldo de mocotó ;Não se aplica;7.02;1.36;0;0.45;0
1899;Baião de dois;Não se aplica;136;6.2;3.2;20.4;5.1
1900;Churrasco;Não se aplica;204;30.67;9;0;0
1901;Sushi;Não se aplica;146.78;5.56;0.45;29.19;0.91
1902;Salada de frutas ;Não se aplica;51.24;0.62;0.14;13.31;1.68
1903;Sopa (legumes. carne. etc.);Não se aplica;28.78;1.63;0.78;3.81;0.64
1904;Salpicão ;Não se aplica;202.85;14.26;14.41;3.93;0.55
1905;Charuto de repolho;Não se aplica;84.91;9.63;1.3;8.75;1.2
1906;Arroz à grega ;Não se aplica;92.01;2.17;1.69;17.47;1
1907;Arrumadinho;Não se aplica;198.86;9.33;8.47;21.73;3.47
1908;Bobó de camarão ;Não se aplica;72.1;2.63;4.42;5.48;0.15
1909;Caruru (quiabo. amendoim. castanha de caju. camarão seco. etc.);Não se aplica;215.87;6.07;20.07;4.07;1.41
1910;Cuscuz paulista ;Não se aplica;142;2.6;4.6;22.5;2.4
1911;Empadão (queijo. frango. camarão. palmito. etc.);Não se aplica;153.96;7.89;7.91;12.47;1.03
1912;Farofa de banana;Não se aplica;309.55;1.66;11.17;52.89;5.35
1913;Feijãotropeiro ;Não se aplica;198.86;9.33;8.47;21.73;3.47
